psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100001747,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,256,False,294.11,29411,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-13
MX-100001748,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,257,False,301.24,30124,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-14
MX-100001749,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,258,False,308.37,30837,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-15
MX-100001750,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,22,30,274,False,315.5,31550,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-10-01
MX-100001751,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,23,33,275,True,322.63,32263,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-02
MX-100001752,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,0,36,276,False,329.76,32976,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-03
MX-100001753,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,1,39,277,False,336.89,33689,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-04
MX-100001754,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,2,42,278,False,344.02,34402,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-05
MX-100001755,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,3,45,279,False,351.15,35115,USD,US,US,Android,Ecommerce,False,False,adyen,2025-10-06
MX-100001756,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,4,48,280,False,358.28,35828,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-07
MX-100001757,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,5,51,281,False,365.41,36541,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-08
MX-100001758,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,6,54,282,False,372.54,37254,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-09
MX-100001759,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,7,57,283,False,379.67,37967,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-10
MX-100001760,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,8,0,284,False,386.8,38680,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-10-11
MX-100001761,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,9,3,285,False,393.93,39393,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-12
MX-100001762,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,10,6,286,False,401.06,40106,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-13
MX-100001763,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,11,9,287,False,408.19,40819,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-14
MX-100001764,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,12,12,288,False,415.32,41532,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-15
MX-100001765,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,13,15,289,False,422.45,42245,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-10-16
MX-100001766,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,14,18,290,False,429.58,42958,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-17
MX-100001767,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,15,21,291,False,436.71,43671,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-18
MX-100001768,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,16,24,292,True,23.84,2384,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-19
MX-100001769,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,17,27,293,False,30.97,3097,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-20
MX-100001770,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,18,30,294,False,38.1,3810,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-10-21
MX-100001771,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,19,33,295,False,45.23,4523,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-22
MX-100001772,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,20,36,296,False,52.36,5236,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-23
MX-100001773,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,21,39,297,False,59.49,5949,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-24
MX-100001774,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,22,42,298,False,66.62,6662,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-25
MX-100001775,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,23,45,299,False,73.75,7375,USD,US,US,Android,Ecommerce,False,False,adyen,2025-10-26
MX-100001776,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,0,48,300,False,80.88,8088,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-27
MX-100001777,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,1,51,301,False,88.01,8801,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-28
MX-100001778,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,2,54,302,False,95.14,9514,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-29
MX-100001779,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,3,57,303,False,102.27,10227,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-30
MX-100001780,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,4,0,304,False,109.4,10940,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-10-31
MX-100001781,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,5,3,305,False,116.53,11653,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-01
MX-100001782,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,6,6,306,False,123.66,12366,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-02
MX-100001783,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,7,9,307,False,130.79,13079,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-03
MX-100001784,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,8,12,308,False,137.92,13792,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-04
MX-100001785,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,9,15,309,True,145.05,14505,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-11-05
MX-100001786,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,10,18,310,False,152.18,15218,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-06
MX-100001787,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,11,21,311,False,159.31,15931,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-07
MX-100001788,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,12,24,312,False,166.44,16644,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-08
MX-100001789,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,13,27,313,False,173.57,17357,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-09
MX-100001790,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,14,30,314,False,180.7,18070,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-11-10
MX-100001791,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,15,33,315,False,187.83,18783,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-11
MX-100001792,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,16,36,316,False,194.96,19496,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-12
MX-100001793,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,17,39,317,False,202.09,20209,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-13
MX-100001794,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,18,42,318,False,209.22,20922,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-14
MX-100001795,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,19,45,319,False,216.35,21635,USD,US,US,Android,Ecommerce,False,False,adyen,2025-11-15
MX-100001796,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,20,48,320,False,223.48,22348,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-16
MX-100001797,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,21,51,321,False,230.61,23061,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-17
MX-100001798,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,22,54,322,False,237.74,23774,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-18
MX-100001799,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,23,57,323,False,244.87,24487,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-19
MX-100001800,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,0,0,324,False,252.0,25200,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-11-20
MX-100001801,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,1,3,325,False,259.13,25913,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-21
MX-100001802,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,2,6,326,True,266.26,26626,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-22
MX-100001803,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,3,9,327,False,273.39,27339,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-23
MX-100001804,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,4,12,328,False,280.52,28052,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-24
MX-100001805,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,5,15,329,False,287.65,28765,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-11-25
MX-100001806,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,6,18,330,False,294.78,29478,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-26
MX-100001807,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,7,21,331,False,301.91,30191,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-27
MX-100001808,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,8,24,332,False,309.04,30904,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-28
MX-100001809,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,9,27,333,False,316.17,31617,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-29
MX-100001810,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,10,30,334,False,323.3,32330,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-11-30
MX-100001811,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,11,33,335,False,330.43,33043,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-01
MX-100001812,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,12,36,336,False,337.56,33756,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-02
MX-100001813,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,13,39,337,False,344.69,34469,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-03
MX-100001814,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,14,42,338,False,351.82,35182,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-04
MX-100001815,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,15,45,339,False,358.95,35895,USD,US,US,Android,Ecommerce,False,False,adyen,2025-12-05
MX-100001816,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,16,48,340,False,366.08,36608,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-06
MX-100001817,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,17,51,341,False,373.21,37321,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-07
MX-100001818,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,18,54,342,False,380.34,38034,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-08
MX-100001819,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,19,57,343,True,387.47,38747,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-09
MX-100001820,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,20,0,344,False,394.6,39460,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-12-10
MX-100001821,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,21,3,345,False,401.73,40173,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-11
MX-100001822,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,22,6,346,False,408.86,40886,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-12
MX-100001823,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,23,9,347,False,415.99,41599,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-13
MX-100001824,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,0,12,348,False,423.12,42312,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-14
MX-100001825,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,1,15,349,False,430.25,43025,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-12-15
MX-100001826,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,2,18,350,False,437.38,43738,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-16
MX-100001827,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,3,21,351,False,24.51,2451,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-17
MX-100001828,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,4,24,352,False,31.64,3164,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-18
MX-100001829,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,5,27,353,False,38.77,3877,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-19
MX-100001830,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,6,30,354,False,45.9,4590,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-12-20
MX-100001831,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,7,33,355,False,53.03,5303,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-21
MX-100001832,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,8,36,356,False,60.16,6016,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-22
MX-100001833,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,9,39,357,False,67.29,6729,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-23
MX-100001834,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,10,42,358,False,74.42,7442,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-24
MX-100001835,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,11,45,359,False,81.55,8155,USD,US,US,Android,Ecommerce,False,False,adyen,2025-12-25
MX-100001836,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,12,48,360,True,88.68,8868,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-26
MX-100001837,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,13,51,361,False,95.81,9581,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-27
MX-100001838,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,14,54,362,False,102.94,10294,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-28
MX-100001839,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,15,57,363,False,110.07,11007,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-29
MX-100001840,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,16,0,364,False,117.2,11720,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-12-30
MX-100001841,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,17,3,365,False,124.33,12433,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-31
MX-100001842,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,1,False,131.46,13146,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-01
MX-100001843,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,2,False,138.59,13859,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-02
MX-100001844,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,3,False,145.72,14572,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-03
MX-100001845,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,4,False,152.85,15285,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-01-04
MX-100001846,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,5,False,159.98,15998,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-05
MX-100001847,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,6,False,167.11,16711,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-06
MX-100001848,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,7,False,174.24,17424,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-07
MX-100001849,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,8,False,181.37,18137,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-08
MX-100001850,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,9,False,188.5,18850,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-01-09
MX-100001851,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,10,False,195.63,19563,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-10
MX-100001852,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,11,False,202.76,20276,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-11
MX-100001853,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,12,True,209.89,20989,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-12
MX-100001854,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,13,False,217.02,21702,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-13
MX-100001855,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,14,False,224.15,22415,USD,US,US,Android,Ecommerce,False,False,adyen,2026-01-14
MX-100001856,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,15,False,231.28,23128,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-15
MX-100001857,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,16,False,238.41,23841,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-16
MX-100001858,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,17,False,245.54,24554,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-17
MX-100001859,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,18,False,252.67,25267,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-18
MX-100001860,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,19,False,259.8,25980,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-01-19
MX-100001861,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,20,False,266.93,26693,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-20
MX-100001862,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,21,False,274.06,27406,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-21
MX-100001863,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,22,False,281.19,28119,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-22
MX-100001864,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,23,False,288.32,28832,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-23
MX-100001865,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,24,False,295.45,29545,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-01-24
MX-100001866,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,25,False,302.58,30258,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-25
MX-100001867,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,26,False,309.71,30971,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-26
MX-100001868,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,27,False,316.84,31684,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-27
MX-100001869,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,28,False,323.97,32397,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-28
MX-100001870,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,22,30,29,True,331.1,33110,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-01-29
MX-100001871,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,23,33,30,False,338.23,33823,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-30
MX-100001872,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,31,False,345.36,34536,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-31
MX-100001873,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,32,False,352.49,35249,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-01
MX-100001874,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,33,False,359.62,35962,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-02
MX-100001875,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,34,False,366.75,36675,USD,US,US,Android,Ecommerce,False,False,adyen,2026-02-03
MX-100001876,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,35,False,373.88,37388,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-04
MX-100001877,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,36,False,381.01,38101,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-05
MX-100001878,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,37,False,388.14,38814,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-06
MX-100001879,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,38,False,395.27,39527,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-07
MX-100001880,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,39,False,402.4,40240,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-02-08
MX-100001881,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,40,False,409.53,40953,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-09
MX-100001882,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,41,False,416.66,41666,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-10
MX-100001883,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,42,False,423.79,42379,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-11
MX-100001884,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,43,False,430.92,43092,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-12
MX-100001885,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,44,False,18.05,1805,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-02-13
MX-100001886,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,45,False,25.18,2518,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-14
